TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BENDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
25,10,7,202301,Jan,Sun,evening,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
10,5,4,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
7,2,2,202301,Jan,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
12.5,5,3,202301,Jan,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
20,8,5,202301,Jan,Sun,evening,LOW,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
27.5,11,7,202301,Jan,Sun,evening,MED,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
41.25,11,6,202301,Jan,Sun,evening,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
18.6,6,5,202301,Jan,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
17.6,8,5,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
45,10,8,202301,Jan,Sun,evening,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
22.05,9,5,202301,Jan,Sun,evening,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
55.25,13,8,202301,Jan,Sun,evening,HIGH,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
28,14,8,202301,Jan,Sun,evening,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
13.5,3,3,202301,Jan,Sun,evening,LOW,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
15,5,5,202301,Jan,Sun,evening,LOW,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
25,10,7,202301,Jan,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
25.5,6,5,202301,Jan,Sun,evening,MED,Coffee,Barista Espresso,Cappuccino Lg,Astoria
10.5,3,3,202301,Jan,Sun,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
9,3,2,202301,Jan,Sun,evening,LOW,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
3.25,1,1,202301,Jan,Sun,evening,LOW,Bakery,Scone,Cranberry Scone,Lower Manhattan
17.5,7,5,202301,Jan,Sun,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
17.5,5,4,202301,Jan,Sun,evening,LOW,Bakery,Pastry,Croissant,Astoria
20,8,6,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
60,15,10,202301,Jan,Sun,evening,HIGH,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
18.75,5,5,202301,Jan,Sun,evening,LOW,Bakery,Pastry,Chocolate Croissant,Astoria
17.5,7,4,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
24.5,7,6,202301,Jan,Sun,evening,MED,Bakery,Biscotti,Ginger Biscotti,Astoria
14.7,6,4,202301,Jan,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
15,4,3,202301,Jan,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
9,3,3,202301,Jan,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
46.75,11,7,202301,Jan,Sun,evening,HIGH,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
18,6,3,202301,Jan,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
21,7,4,202301,Jan,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
27,9,6,202301,Jan,Sun,evening,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
37.5,10,8,202301,Jan,Sun,evening,MED,Bakery,Scone,Jumbo Savory Scone,Astoria
15.4,7,5,202301,Jan,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
18.6,6,4,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
12,4,3,202301,Jan,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
2.5,1,1,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
10.5,3,3,202301,Jan,Sun,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
52.25,11,7,202301,Jan,Sun,evening,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
21,7,5,202301,Jan,Sun,evening,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
5,2,1,202301,Jan,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
24,8,5,202301,Jan,Sun,evening,MED,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
27,9,5,202301,Jan,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
24.8,8,6,202301,Jan,Sun,evening,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
18.75,5,4,202301,Jan,Sun,evening,LOW,Coffee,Barista Espresso,Latte,Astoria
12,6,4,202301,Jan,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
15,4,4,202301,Jan,Sun,evening,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
18,6,5,202301,Jan,Sun,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
27,9,6,202301,Jan,Sun,evening,MED,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
9,3,2,202301,Jan,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
24,8,5,202301,Jan,Sun,evening,MED,Tea,Brewed Black tea,Earl Grey Lg,Astoria
52.25,11,6,202301,Jan,Sun,evening,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
9,3,2,202301,Jan,Sun,evening,LOW,Coffee,Barista Espresso,Espresso shot,Astoria
9,3,3,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
17,4,3,202301,Jan,Sun,evening,LOW,Coffee,Barista Espresso,Latte Rg,Astoria
45,15,10,202301,Jan,Mon,morning,HIGH,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
34,17,10,202301,Jan,Mon,morning,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
34.1,11,8,202301,Jan,Mon,morning,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
40.62,12,12,202301,Jan,Mon,morning,Very high,Bakery,Scone,Cranberry Scone,Lower Manhattan
61.75,13,8,202301,Jan,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
32.5,13,7,202301,Jan,Mon,morning,MED,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
54,18,15,202301,Jan,Mon,morning,HIGH,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
68,16,12,202301,Jan,Mon,morning,Very high,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
30.64,8,8,202301,Jan,Mon,morning,MED,Bakery,Pastry,Croissant,Lower Manhattan
31.5,9,5,202301,Jan,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
63,21,15,202301,Jan,Mon,morning,Very high,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
68.2,31,19,202301,Jan,Mon,morning,Very high,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
123.5,26,19,202301,Jan,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
21,6,6,202301,Jan,Mon,morning,MED,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
28,8,6,202301,Jan,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
86.25,23,15,202301,Jan,Mon,morning,Very high,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
55,22,14,202301,Jan,Mon,morning,HIGH,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
32.5,13,10,202301,Jan,Mon,morning,MED,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
52.5,14,10,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Latte,Hell's Kitchen
51,17,12,202301,Jan,Mon,morning,HIGH,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
55,22,16,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan
25,10,7,202301,Jan,Mon,morning,MED,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
51,17,11,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
42,14,10,202301,Jan,Mon,morning,HIGH,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
45,15,8,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
34.3,14,9,202301,Jan,Mon,morning,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
39,12,11,202301,Jan,Mon,morning,MED,Bakery,Scone,Ginger Scone,Hell's Kitchen
52.5,21,15,202301,Jan,Mon,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
32,16,12,202301,Jan,Mon,morning,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
14,7,5,202301,Jan,Mon,morning,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
39,12,12,202301,Jan,Mon,morning,MED,Bakery,Scone,Cranberry Scone,Hell's Kitchen
42,14,10,202301,Jan,Mon,morning,HIGH,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
46.75,11,8,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
56,16,10,202301,Jan,Mon,morning,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan
35.7,14,8,202301,Jan,Mon,morning,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
20.63,5,5,202301,Jan,Mon,morning,Very high,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
50,20,12,202301,Jan,Mon,morning,HIGH,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
57,19,14,202301,Jan,Mon,morning,HIGH,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
52.5,21,16,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
39,13,9,202301,Jan,Mon,morning,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
30.8,14,9,202301,Jan,Mon,morning,MED,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
31.5,9,9,202301,Jan,Mon,morning,MED,Bakery,Pastry,Croissant,Astoria
57.5,23,13,202301,Jan,Mon,morning,HIGH,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
25,10,7,202301,Jan,Mon,morning,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
54,18,11,202301,Jan,Mon,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
11.25,3,3,202301,Jan,Mon,morning,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
26,8,8,202301,Jan,Mon,morning,MED,Bakery,Biscotti,Hazelnut Biscotti,Astoria
54,18,12,202301,Jan,Mon,morning,HIGH,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
52.5,15,11,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
57,19,10,202301,Jan,Mon,morning,HIGH,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
24,8,6,202301,Jan,Mon,morning,MED,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
45,10,10,202301,Jan,Mon,morning,HIGH,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
36,12,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
50,20,13,202301,Jan,Mon,afternoon,HIGH,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
20,8,6,202301,Jan,Mon,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
13.2,6,3,202301,Jan,Mon,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
15,6,5,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
27,9,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Black tea,English Breakfast Lg,Astoria
16,8,5,202301,Jan,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
8,2,2,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
31.88,8,8,202301,Jan,Mon,afternoon,MED,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
16,8,4,202301,Jan,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
30,10,6,202301,Jan,Mon,afternoon,MED,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
5,2,2,202301,Jan,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
80,20,13,202301,Jan,Mon,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
63.75,15,9,202301,Jan,Mon,morning,Very high,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
48.4,22,10,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
56.25,15,10,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
42.5,17,12,202301,Jan,Mon,morning,HIGH,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
35,10,10,202301,Jan,Mon,morning,MED,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
52.5,21,12,202301,Jan,Mon,morning,HIGH,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
33,11,7,202301,Jan,Mon,morning,MED,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
26.25,7,5,202301,Jan,Mon,morning,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
21,7,4,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
30,10,6,202301,Jan,Mon,afternoon,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
31.5,9,5,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
9.75,3,3,202301,Jan,Mon,afternoon,LOW,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
18,4,4,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Scottish Cream Scone ,Lower Manhattan
10,5,3,202301,Jan,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
22.5,6,5,202301,Jan,Mon,afternoon,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
9.3,3,3,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
9,3,2,202301,Jan,Mon,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
35,14,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
14,7,4,202301,Jan,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
10.5,3,3,202301,Jan,Mon,afternoon,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan
15.5,5,4,202301,Jan,Mon,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
59.5,17,9,202301,Jan,Mon,afternoon,HIGH,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
22.5,6,4,202301,Jan,Mon,afternoon,MED,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
3.5,1,1,202301,Jan,Mon,afternoon,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
8,4,3,202301,Jan,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
6,2,2,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
15,4,4,202301,Jan,Sun,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
22.5,6,4,202301,Jan,Sun,afternoon,MED,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
7.65,3,3,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
17.5,5,4,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
12.5,5,3,202301,Jan,Sun,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
18,9,7,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
13,4,3,202301,Jan,Sun,evening,LOW,Bakery,Biscotti,Hazelnut Biscotti,Astoria
14,4,4,202301,Jan,Sun,evening,LOW,Bakery,Pastry,Croissant,Lower Manhattan
24,8,6,202301,Jan,Sun,evening,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
21,6,4,202301,Jan,Sun,evening,MED,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
60,16,10,202301,Jan,Sun,evening,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
18,6,5,202301,Jan,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
18,4,3,202301,Jan,Sun,evening,LOW,Bakery,Scone,Scottish Cream Scone ,Astoria
21,7,5,202301,Jan,Sun,evening,MED,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
15,6,4,202301,Jan,Sun,evening,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
3.75,1,1,202301,Jan,Sun,evening,LOW,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
17.6,8,5,202301,Jan,Mon,morning,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
54,18,12,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
17.6,8,7,202301,Jan,Mon,morning,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
83.7,27,19,202301,Jan,Mon,morning,Very high,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
63,18,12,202301,Jan,Mon,morning,Very high,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
81,18,11,202301,Jan,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
37.5,10,10,202301,Jan,Mon,morning,MED,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
40,10,8,202301,Jan,Mon,morning,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
27.5,11,6,202301,Jan,Mon,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
55.8,21,16,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
45,15,10,202301,Jan,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
24.5,7,6,202301,Jan,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
19.5,6,6,202301,Jan,Mon,morning,LOW,Bakery,Scone,Cranberry Scone,Astoria
15,5,5,202301,Jan,Mon,morning,LOW,Bakery,Scone,Oatmeal Scone,Astoria
17.5,7,6,202301,Jan,Mon,morning,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
16,8,7,202301,Jan,Mon,morning,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
41.25,11,8,202301,Jan,Mon,morning,HIGH,Coffee,Barista Espresso,Cappuccino,Astoria
32.5,13,10,202301,Jan,Mon,morning,MED,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
15,6,5,202301,Jan,Mon,morning,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
67.5,18,12,202301,Jan,Mon,morning,Very high,Coffee,Barista Espresso,Latte,Astoria
66,22,16,202301,Jan,Mon,morning,Very high,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
30.8,14,9,202301,Jan,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
14,4,4,202301,Jan,Mon,morning,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
42,14,8,202301,Jan,Mon,morning,HIGH,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
56.25,15,15,202301,Jan,Mon,morning,HIGH,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
30,10,7,202301,Jan,Mon,afternoon,MED,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
32,8,5,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
15,4,4,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
9,2,2,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Scottish Cream Scone ,Astoria
22.95,9,5,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
18,6,4,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Lg,Astoria
15,4,4,202301,Jan,Mon,afternoon,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
7.5,3,2,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Rg,Astoria
33,11,6,202301,Jan,Mon,afternoon,MED,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
27.5,11,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
7.5,3,3,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
15,5,3,202301,Jan,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
39,13,9,202301,Jan,Mon,afternoon,MED,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
33,11,6,202301,Jan,Mon,afternoon,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
69,23,15,202301,Jan,Mon,morning,Very high,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
45,18,15,202301,Jan,Mon,morning,HIGH,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
39,13,10,202301,Jan,Mon,morning,MED,Tea,Brewed Black tea,English Breakfast Lg,Astoria
12.5,5,3,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
7.5,2,2,202301,Jan,Mon,afternoon,LOW,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
23.1,8,5,202301,Jan,Mon,afternoon,MED,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
22.95,9,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
18,6,5,202301,Jan,Mon,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
6,2,2,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Oatmeal Scone,Lower Manhattan
33.25,7,4,202301,Jan,Mon,afternoon,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
12,4,3,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
9.75,3,3,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Cranberry Scone,Lower Manhattan
18,4,4,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
26.4,12,7,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan
9,3,3,202301,Jan,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
22.5,9,7,202301,Jan,Mon,afternoon,MED,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
51,12,7,202301,Jan,Mon,afternoon,HIGH,Coffee,Barista Espresso,Latte Rg,Astoria
15,6,4,202301,Jan,Mon,afternoon,LOW,Tea,Brewed herbal tea,Peppermint Rg,Astoria
11,5,4,202301,Jan,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
45,15,10,202301,Jan,Mon,afternoon,HIGH,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
41.25,11,8,202301,Jan,Mon,afternoon,HIGH,Coffee,Barista Espresso,Latte,Astoria
10.5,3,3,202301,Jan,Mon,afternoon,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
30,10,7,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
26.4,12,8,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
27.5,11,8,202301,Jan,Mon,afternoon,MED,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
39,13,7,202301,Jan,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
7.5,3,2,202301,Jan,Mon,afternoon,LOW,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
22.5,6,5,202301,Jan,Mon,afternoon,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
58.5,13,9,202301,Jan,Mon,afternoon,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
11.25,3,3,202301,Jan,Mon,afternoon,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
9.75,3,3,202301,Jan,Mon,afternoon,LOW,Bakery,Scone,Cranberry Scone,Astoria
30,12,6,202301,Jan,Mon,afternoon,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
